================================================================================
 Задание 4 — Блок 1: перебор гиперпараметров CNN на MNIST
 Устройство: cuda
================================================================================
 train: 8000 | val: 2000 | test: 2000

img: ./MNIST.png

Конфигураций в сетке: 72

  [#09] эпоха  18/20 | train_loss=0.2707 val_loss=0.2810 | train_acc=0.9225 val_acc=0.9280
  [#09] эпоха  20/20 | train_loss=0.2599 val_loss=0.2587 | train_acc=0.9251 val_acc=0.9315

>>> block=a | channels=(8, 16) | conv(k=7, s=1) | pool(k=2, s=2) | lr=0.001 | params=6,858
  [#10] эпоха   1/20 | train_loss=2.1729 val_loss=1.9268 | train_acc=0.2208 val_acc=0.3750
  [#10] эпоха   2/20 | train_loss=1.6236 val_loss=1.2838 | train_acc=0.5119 val_acc=0.6250
  [#10] эпоха   4/20 | train_loss=0.7288 val_loss=0.6214 | train_acc=0.8010 val_acc=0.8355
  [#10] эпоха   6/20 | train_loss=0.4572 val_loss=0.4405 | train_acc=0.8804 val_acc=0.8735
  [#10] эпоха   8/20 | train_loss=0.3583 val_loss=0.3452 | train_acc=0.9026 val_acc=0.9045
  [#10] эпоха  10/20 | train_loss=0.3092 val_loss=0.2971 | train_acc=0.9140 val_acc=0.9210
  [#10] эпоха  12/20 | train_loss=0.2656 val_loss=0.2726 | train_acc=0.9236 val_acc=0.9255
  [#10] эпоха  14/20 | train_loss=0.2404 val_loss=0.2551 | train_acc=0.9287 val_acc=0.9280
  [#10] эпоха  16/20 | train_loss=0.2240 val_loss=0.2374 | train_acc=0.9360 val_acc=0.9380
  [#10] эпоха  18/20 | train_loss=0.2129 val_loss=0.2211 | train_acc=0.9417 val_acc=0.9410
  [#10] эпоха  20/20 | train_loss=0.1948 val_loss=0.2126 | train_acc=0.9437 val_acc=0.9425

>>> block=a | channels=(8, 16) | conv(k=7, s=2) | pool(k=2, s=1) | lr=0.001 | params=6,858
  [#11] эпоха   1/20 | train_loss=2.0765 val_loss=1.6565 | train_acc=0.2849 val_acc=0.4935
  [#11] эпоха   2/20 | train_loss=1.2580 val_loss=0.8913 | train_acc=0.6590 val_acc=0.7550
  [#11] эпоха   4/20 | train_loss=0.4929 val_loss=0.4465 | train_acc=0.8740 val_acc=0.8815
  [#11] эпоха   6/20 | train_loss=0.3316 val_loss=0.3440 | train_acc=0.9106 val_acc=0.9035
  [#11] эпоха   8/20 | train_loss=0.2739 val_loss=0.2841 | train_acc=0.9239 val_acc=0.9270
  [#11] эпоха  10/20 | train_loss=0.2417 val_loss=0.2543 | train_acc=0.9313 val_acc=0.9325
  [#11] эпоха  12/20 | train_loss=0.2084 val_loss=0.2336 | train_acc=0.9391 val_acc=0.9345
  [#11] эпоха  14/20 | train_loss=0.1877 val_loss=0.2210 | train_acc=0.9457 val_acc=0.9375
  [#11] эпоха  16/20 | train_loss=0.1743 val_loss=0.2033 | train_acc=0.9495 val_acc=0.9430
  [#11] эпоха  18/20 | train_loss=0.1628 val_loss=0.1906 | train_acc=0.9545 val_acc=0.9440
  [#11] эпоха  20/20 | train_loss=0.1506 val_loss=0.1857 | train_acc=0.9560 val_acc=0.9470

>>> block=a | channels=(8, 16) | conv(k=7, s=2) | pool(k=2, s=2) | lr=0.001 | params=6,858
  [#12] эпоха   1/20 | train_loss=1.9654 val_loss=1.3675 | train_acc=0.4311 val_acc=0.6815
